RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1045,15657778,Jefferson,657,France,Male,33,1,84309.57,2,0,0,103914.4,0
1046,15777893,Davide,777,France,Male,43,1,0,2,1,0,21785.91,0
1047,15576162,King,615,France,Male,32,7,92199.84,1,1,1,2755.53,0
1048,15657139,Otutodilinna,652,France,Female,40,8,84390.8,2,0,1,107876.2,0
1049,15634896,Grant,521,France,Female,39,6,0,2,0,1,27375.15,0
1050,15670738,Mazzanti,733,Germany,Male,45,2,113939.36,2,1,0,3218.71,0
1051,15604119,Alderete,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
1052,15777436,Murray,710,Spain,Female,31,5,0,2,1,0,9561.73,0
1053,15704770,Pan,773,France,Male,25,1,124532.78,2,0,1,11723.57,0
1054,15713843,Kao,850,Spain,Male,30,2,0,2,0,1,27937.12,0
1055,15706458,Pan,812,Germany,Male,39,5,115730.71,3,1,1,185599.34,1
1056,15751032,Enemuo,629,Germany,Female,37,1,35549.81,2,0,0,49676.33,0
1057,15646566,Bell,763,France,Female,58,9,187911.55,1,0,1,35825.18,0
1058,15661974,Pirozzi,677,France,Male,46,2,57037.74,1,1,1,158531.01,0
1059,15623357,Onio,692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0
1060,15599722,Chia,609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1
1061,15649523,Kennedy,581,France,Male,38,1,0,2,1,0,46176.22,0
1062,15620111,Fan,659,France,Male,54,8,133436.52,1,1,0,56787.8,0
1063,15758048,Miah,582,France,Male,50,2,148942,1,1,1,116944.3,0
1064,15621457,Chu,850,France,Male,27,6,96654.72,2,0,0,152740.16,0
1065,15768282,Perez,724,Germany,Male,36,6,94615.11,2,1,1,10627.21,0
1066,15665402,Panicucci,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0
1067,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0
1068,15603134,Pai,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
1069,15636767,Yang,665,Spain,Female,32,10,0,1,1,1,22487.45,0
1070,15764841,Vidler,623,France,Female,35,0,130557.24,1,1,1,47880.71,0
1071,15770543,Lowe,679,France,Male,37,7,74260.03,1,1,0,194617.98,0
1072,15759499,Gardiner,598,France,Female,32,4,111156.52,1,1,1,167376.26,0
1073,15647385,Ch'iu,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1
1074,15631721,Millar,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0
1075,15742126,Chiu,712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0
1076,15736399,Korovin,606,Spain,Male,42,10,0,2,1,0,177938.52,0
1077,15569666,Goddard,517,France,Female,45,4,0,1,0,0,172674.36,1
1078,15711468,Tennant,527,France,Female,32,7,0,2,1,1,44099.75,0
1079,15654964,Piccio,608,Spain,Male,48,7,75801.74,1,1,0,125762.95,0
1080,15696564,Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0
1081,15615828,Mitchell,550,France,Male,34,8,122359.5,1,0,0,116495.55,0
1082,15812365,Greco,850,France,Male,40,8,102800.65,1,1,0,60811.56,0
1083,15711834,Long,650,Spain,Female,30,6,0,1,0,0,67997.13,1
1084,15757559,Broadhurst,595,France,Female,53,7,0,2,1,0,41371.68,1
1085,15688713,McCall,627,Spain,Male,44,6,0,1,1,1,114469.55,0
1086,15723299,Sorokina,774,France,Male,53,4,113709.28,1,1,1,153887.93,1
1087,15753969,K'ung,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0
1088,15615322,Jamieson,528,Spain,Male,43,7,97473.87,2,1,1,159823.16,0
1089,15640078,Chambers,660,Germany,Female,39,5,135134.99,1,1,0,173683,1
1090,15737647,Obioma,775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0
1091,15781553,Chung,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1
1092,15761364,Nkemjika,679,France,Male,30,9,0,2,1,0,157871.55,0
1093,15626414,Russell,703,France,Male,44,6,98862.54,1,1,0,151516.7,0
1094,15611157,McElhone,709,France,Female,32,2,87814.89,1,1,0,138578.37,0
1095,15805260,Wood,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1
1096,15611223,Ko,752,Germany,Female,38,10,101648.5,2,1,0,172001.44,0
1097,15593425,Bracewell,662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1
1098,15598884,Kent,650,Spain,Female,23,5,0,1,1,1,180622.43,0
1099,15649487,Sal,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1
1100,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
1101,15773242,Chukwuhaenye,621,France,Male,32,1,0,2,1,1,168779.47,0
1102,15755239,Maughan,758,Germany,Male,32,4,162657.64,2,1,1,115525.13,0
1103,15641655,Black,700,France,Female,26,2,0,2,0,0,50051.42,0
1104,15668323,Mbadiwe,678,France,Female,41,1,143443.61,1,1,0,196622.28,1
1105,15622801,Brown,555,France,Female,27,8,102000.17,1,1,1,116757,0
1106,15691004,Yu,407,Spain,Male,37,1,0,1,1,1,49161.12,1
1107,15636521,Feng,744,Spain,Female,30,1,124037.28,1,1,1,142210.94,0
1108,15648455,Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0
1109,15715750,Okeke,646,Germany,Female,44,2,113063.83,1,0,0,53072.49,1
1110,15677796,Becher,766,Germany,Male,47,9,129289.98,1,1,0,169935.46,1
1111,15745354,Franklin,611,Spain,Female,37,4,0,2,1,0,125696.26,0
1112,15700937,Romano,767,Spain,Female,24,5,0,2,1,1,67445.85,0
1113,15617617,Stewart,811,Spain,Male,39,7,0,2,1,1,177519.39,0
1114,15671032,He,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0
1115,15658258,Trejo,693,France,Male,43,6,128760.32,1,1,0,36342.79,0
1116,15730394,Crowther,709,France,Female,43,8,0,2,0,0,168035.62,1
1117,15679410,Caldwell,729,France,Female,62,4,140549.4,1,1,0,30990.16,1
1118,15720155,Tao,630,Germany,Male,29,6,131354.39,1,0,1,9324.31,1
1119,15710012,Bowen,738,Spain,Male,44,2,0,2,1,0,43018.82,1
1120,15584967,Chiganu,596,Spain,Male,57,6,0,2,1,1,72402,0
1121,15603554,Berkeley,513,France,Female,45,0,164649.52,3,1,0,49915.52,1
1122,15767818,Graham,640,France,Male,55,10,132436.34,1,1,0,978.66,0
1123,15729117,Trevisano,607,France,Female,31,1,102523.88,1,1,1,166792.71,0
1124,15745080,Griffiths,634,France,Male,26,8,0,1,1,0,21760.96,0
1125,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
1126,15676094,Osonduagwuike,500,France,Female,34,6,0,1,1,1,140268.45,0
1127,15711571,Y?,587,Spain,Male,42,5,120233.83,1,1,0,194890.33,0
1128,15801072,Hurst,654,France,Female,28,7,0,2,1,0,151316.37,0
1129,15724648,Chikezie,725,France,Male,26,6,98684.15,1,0,0,133720.57,0
1130,15643794,Bennett,639,Spain,Female,27,2,0,1,1,1,82938.99,0
1131,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
1132,15732963,Clements,722,Spain,Female,29,9,0,2,1,1,142033.07,0
1133,15768120,Brown,702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0
1134,15571586,Briggs,524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1
1135,15786308,Millar,730,Spain,Female,33,9,0,2,0,0,176576.62,0
1136,15775124,Watterston,763,Spain,Male,37,8,0,2,1,1,933.38,0
1137,15809227,Chukwudi,850,France,Male,35,2,0,2,1,1,56991.66,0
1138,15775131,Bartlett,580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0
1139,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0
1140,15675983,Wood,692,France,Female,36,3,79551.12,1,0,1,178267.07,0
1141,15776558,Nicholls,673,France,Male,31,1,108345.22,1,0,1,38802.03,0
1142,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414,0
1143,15632050,Liebe,779,France,Female,41,10,99786.2,1,1,0,86927.53,0
1144,15644200,Hamilton,807,Spain,Female,42,1,0,1,1,0,16500.66,1
1145,15803005,Wallace,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0
1146,15701809,Cavill,749,Spain,Female,28,3,0,1,1,0,3408.7,0
1147,15796074,Bruno,717,France,Female,36,2,99472.76,2,1,0,94274.72,1
1148,15585892,Zakharov,639,France,Female,35,8,0,1,0,0,164453.98,0
1149,15723737,Pitcher,680,France,Male,27,3,0,1,1,0,32454.26,0
1150,15672499,Iadanza,635,France,Male,34,3,134692.4,2,1,1,83773.02,0
1151,15644724,Fan,472,France,Male,31,4,58662.92,2,0,1,73322,0
1152,15596962,Owens,617,France,Female,24,4,137295.19,2,1,1,91195.12,0
1153,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0
1154,15734674,Lin,593,France,Female,41,6,0,1,1,0,65170.66,0
1155,15603749,Galkina,564,France,Female,53,2,45472.28,1,1,1,41055.71,1
1156,15631310,Hsieh,537,France,Female,53,3,0,1,1,1,91406.62,0
1157,15792329,Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0
1158,15785485,Zhou,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0
1159,15812197,Kline,850,France,Male,38,7,80293.98,1,0,0,126555.74,0
1160,15697391,Argyle,604,Spain,Female,34,3,0,2,1,0,38587.7,0
1161,15684461,McKay,469,Spain,Female,31,6,0,1,1,0,146213.75,1
1162,15808784,Hess,835,France,Male,28,2,163569.61,2,1,1,154559.28,0
1163,15766683,Coombes,549,Germany,Male,36,6,139422.37,1,0,0,83983.39,1
1164,15721116,Napolitano,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,0
1165,15672598,Walker,613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0
1166,15638963,Garran,678,France,Female,22,4,174852.89,1,1,1,28149.06,0
1167,15705009,Cartwright,649,France,Female,56,8,156974.26,1,1,0,89405.26,1
1168,15766185,She,850,Germany,Male,31,4,146587.3,1,1,1,89874.82,0
1169,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0
1170,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0
1171,15769346,Baird,587,France,Female,36,1,134997.49,2,1,0,44688.08,0
1172,15803681,Sims,803,France,Female,26,4,0,2,1,1,181208.47,0
1173,15654760,Su,811,France,Male,40,1,101514.89,1,1,1,121765,0
1174,15706071,Hunt,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1
1175,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59,0
1176,15629617,Cook,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0
1177,15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0
1178,15759290,Coleman,620,Spain,Male,29,9,0,2,1,0,13133.88,0
1179,15733138,Paterson,663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0
1180,15760568,Dalrymple,593,Germany,Female,38,5,142658.04,2,0,1,135337.11,0
1181,15786392,Chen,765,France,Male,41,4,124182.21,1,0,0,100153.43,0
1182,15609286,Chadwick,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
1183,15655192,Fiorentino,850,Spain,Female,24,1,0,2,0,1,69052.87,0
1184,15810218,Sun,610,Spain,Male,29,9,0,3,0,1,83912.24,0
1185,15733247,Stevenson,850,France,Male,33,10,0,1,1,0,4861.72,1
1186,15801247,Fan,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0
1187,15758362,Williamson,731,France,Female,41,9,152243.57,1,1,1,88783.59,0
1188,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
1189,15809462,Polyakova,656,France,Male,30,3,0,2,0,1,17104,0
1190,15663939,Arnott,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0
1191,15766609,Jowers,655,France,Female,47,10,0,2,1,0,167778.62,0
1192,15582154,Crawford,670,France,Female,45,5,47884.92,1,1,1,54340.24,0
1193,15793317,Hale,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0
1194,15566378,Tillman,515,France,Male,48,5,129387.94,1,0,1,147955.91,1
1195,15734058,Anayochukwu,509,Germany,Male,32,9,170661.47,1,1,1,21646.2,0
1196,15631681,Jibunoh,807,Spain,Female,43,0,0,2,0,1,85523.24,0
1197,15777743,Cattaneo,705,France,Female,39,3,92224.56,1,1,1,54517.25,0
1198,15729582,Fu,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0
1199,15605263,Chin,552,France,Male,33,5,140931.57,1,0,1,10921.5,0
1200,15799600,Coles,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
1201,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0
1202,15624068,Fu,779,France,Female,26,0,0,2,0,1,111906,0
1203,15668775,Pendred,757,France,Male,47,3,130747.1,1,1,0,143829.54,0
1204,15780256,Palfreyman,630,France,Male,34,9,0,2,1,1,114006.35,0
1205,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
1206,15687959,Landman,573,Spain,Female,44,4,0,1,1,1,94862.93,0
1207,15752139,Salter,682,Germany,Male,36,5,72373.62,2,1,0,36895.99,0
1208,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1
1209,15749947,Black,665,France,Female,44,7,0,2,1,1,66548.58,0
1210,15633059,Fanucci,413,France,Male,34,9,0,2,0,0,6534.18,0
1211,15631927,Thomas,574,Spain,Female,28,7,0,2,0,0,185660.3,0
1212,15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1
1213,15693904,Chiang,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0
1214,15709474,Macnamara,740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1
1215,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0
1216,15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8,0
1217,15611315,Ts'ao,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0
1218,15574071,Muravyova,706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0
1219,15812594,Ross,791,France,Male,34,7,0,2,1,0,96734.46,0
1220,15720671,Ibezimako,704,France,Male,42,8,129735.3,2,1,1,179565.57,0
1221,15782096,Volkova,616,Spain,Female,36,6,0,1,1,1,12916.32,1
1222,15699524,Howells,466,France,Female,30,3,0,1,1,0,193984.6,0
1223,15644896,Thompson,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0
1224,15659092,Davide,621,France,Female,50,5,0,2,1,0,191756.54,1
1225,15736730,Soto,634,France,Female,45,2,0,1,1,1,143458.31,0
1226,15717984,Longo,477,France,Male,47,9,144900.58,1,1,0,61315.37,1
1227,15766659,Okwudilichukwu,525,Spain,Male,33,5,0,2,1,0,161002.29,0
1228,15656717,Elewechi,687,France,Female,30,6,0,2,0,0,179206.92,0
1229,15658768,Lucas,547,France,Female,49,2,0,1,0,0,65466.93,1
1230,15630857,Wu,674,Spain,Female,39,6,0,2,1,1,9574.83,0
1231,15687719,She,532,Spain,Female,37,5,0,2,0,1,6761.84,0
1232,15765415,King,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0
1233,15689237,Shaw,471,France,Female,27,4,0,2,1,0,122642.09,0
1234,15742269,Milano,756,France,Female,24,1,0,2,1,0,184182.25,0
1235,15642022,Zito,621,Spain,Male,34,8,0,1,0,0,47972.65,0
1236,15757385,Milne,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0
1237,15749093,Tretyakova,801,France,Male,43,4,158713.08,2,0,0,98586.14,0
1238,15628824,Burton,665,France,Female,37,5,160389.82,1,0,1,183542.08,0
1239,15738884,Hu,642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0
1240,15754574,Tomlinson,738,Spain,Male,36,5,0,2,1,1,96881.32,0
1241,15649992,Alexander,681,Spain,Male,65,7,134714.7,2,0,1,190419.81,0
1242,15745326,Carandini,538,France,Female,62,3,75051.49,1,0,0,17682.02,1
1243,15593501,Graham,493,France,Female,36,5,148667.81,2,1,0,56092.51,0
1244,15763063,Price,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0
1245,15728012,Everett,678,Spain,Female,40,3,128398.38,1,1,0,168658.3,0
1246,15638068,Thompson,507,Spain,Male,32,7,0,2,1,0,67926.18,0
1247,15690670,Cox,720,France,Male,33,2,0,2,0,1,141031.08,0
1248,15688172,Tai,677,Spain,Male,40,5,0,2,1,0,88947.56,0
1249,15596811,Mitchell,667,France,Male,36,8,139753.35,1,1,0,79871.16,0
1250,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1
1251,15745827,Padovesi,617,France,Male,30,3,132005.77,1,1,0,142940.39,0
1252,15800773,Ikenna,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0
1253,15690021,Martin,502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
1254,15736413,Hall,739,France,Male,29,1,0,2,1,1,164484.78,0
1255,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1
1256,15688085,Warner,627,Spain,Female,28,3,157597.61,1,0,1,34097.22,0
1257,15579616,Goodwin,683,France,Female,42,8,0,2,0,1,198134.9,0
1258,15803352,Scott,613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
1259,15600510,Hsueh,680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0
1260,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1
1261,15740442,May,603,France,Male,51,8,186825.57,1,1,0,93739.71,1
1262,15593454,Lambert,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
1263,15807555,Chung,535,France,Male,45,2,0,2,1,0,125658.28,0
1264,15722578,Spitzer,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0
1265,15674331,Bidwill,576,Germany,Male,30,7,132174.41,2,0,0,93767.03,0
1266,15577970,Alexeeva,489,France,Male,34,5,0,1,0,0,43540.59,0
1267,15684267,Davila,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
1268,15693814,Niu,806,Spain,Male,25,7,0,2,1,0,18461.9,0
1269,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
1270,15694039,Jen,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0
1271,15746704,Jibunoh,638,Spain,Male,30,9,136808.53,2,1,1,106642.97,0
1272,15768387,Nott,581,France,Male,41,8,0,2,0,0,29737.14,0
1273,15772941,Lane,666,Germany,Male,30,3,110153.27,1,0,1,74849.46,0
1274,15661433,Zetticci,519,France,Male,34,5,0,1,1,0,68479.6,0
1275,15752885,Nnonso,529,France,Male,42,1,157498.9,1,1,1,82276.62,0
1276,15599869,Dyson,728,Spain,Female,29,1,0,1,1,1,83056.22,0
1277,15575214,Ch'en,709,France,Male,37,7,0,1,1,0,159486.76,0
1278,15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1
1279,15792627,Reid,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0
1280,15710365,Thomson,646,France,Male,50,0,104129.24,2,1,0,181794.86,1
1281,15769955,Onuora,683,France,Female,40,1,0,2,0,0,75762,0
1282,15679550,Chukwualuka,743,France,Male,32,9,0,2,1,0,175252.78,0
1283,15633213,Rizzo,628,Spain,Male,50,8,0,1,0,0,144366.83,1
1284,15619857,Crawford,605,France,Female,64,2,129555.7,1,1,1,13601.79,0
1285,15644621,Mironova,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0
1286,15713604,Rossi,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0
1287,15697045,Pisani,726,Spain,Female,35,9,0,2,0,1,100556.98,0
1288,15574692,Pinto,667,Spain,Female,39,2,0,2,1,0,40721.24,1
1289,15585907,Collier,676,Spain,Female,30,5,0,2,0,0,179066.58,0
1290,15616530,Foran,638,France,Male,36,6,188455.19,1,0,0,47031.4,1
1291,15787155,Yang,514,Spain,Male,30,7,0,1,0,1,125010.24,0
1292,15651063,Ifeatu,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0
1293,15681075,Chukwualuka,682,France,Female,58,1,0,1,1,1,706.5,0
1294,15631070,Gerasimova,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1
1295,15763665,Y?,833,France,Female,28,4,136674.51,2,0,0,5278.78,0
1296,15649354,Johnston,754,Spain,Male,35,4,0,2,1,1,9658.41,0
1297,15783019,Price,794,France,Female,62,9,123681.32,3,1,0,173586.63,1
1298,15743714,Ch'ien,468,France,Male,46,7,91443.75,1,1,0,10958.18,0
1299,15646594,Ali,749,France,Male,41,5,57568.94,1,1,1,61128.29,0
1300,15683618,Dyer,774,France,Female,35,3,121418.62,1,1,1,24400.37,0
1301,15762351,Chao,689,Spain,Female,63,1,0,2,1,1,186526.12,0
1302,15719940,Gibbons,628,Germany,Female,51,10,115280.49,2,0,0,12628.61,1
1303,15723263,Cocci,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1
1304,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78,1
1305,15804104,Romani,494,France,Male,28,9,114731.76,2,0,1,79479.74,0
1306,15788483,Kerr,719,Spain,Male,38,0,0,1,1,0,126876.47,0
1307,15748947,Chukwuraenye,657,France,Female,41,5,95858.37,1,1,1,68255.88,0
1308,15752578,Yefimova,626,France,Female,37,2,133968.96,2,1,0,148689.65,0
1309,15661007,Thompson,660,France,Male,33,0,72783.42,1,0,0,181051.99,0
1310,15583668,Ludowici,726,France,Female,42,2,109471.79,1,0,1,175161.05,0
1311,15583033,Huguley,640,France,Female,20,4,0,2,0,1,78310.82,0
1312,15714240,Ponomarev,712,Spain,Male,74,5,0,2,0,0,151425.82,0
1313,15732268,Cook,751,France,Male,29,3,159597.45,1,1,0,39934.41,0
1314,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
1315,15705298,L?,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0
1316,15644103,Wells,659,Spain,Male,78,2,151675.65,1,0,1,49978.67,0
1317,15754494,Ah Mouy,585,France,Female,33,4,152805.05,1,1,0,63239.65,0
1318,15809777,Gadsden,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0
1319,15689602,Findlay,698,France,Male,38,2,130015.24,1,1,1,41595.3,0
1320,15598982,Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1
1321,15739271,Lei,582,Germany,Male,33,2,122394,1,1,1,22113.93,0
1322,15759555,Murphy,569,Spain,Male,41,2,0,2,1,0,134272.57,0
1323,15600879,Parsons,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0
1324,15813911,Hayes-Williams,809,France,Female,39,5,0,1,1,0,77705.75,0
1325,15693326,Whitehouse,641,France,Female,42,7,125437.14,2,0,0,164128.58,0
1326,15623536,Madukwe,646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
1327,15576990,Taplin,790,Germany,Female,25,5,152885.77,1,1,0,58214.79,0
1328,15670205,Boyd,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0
1329,15736578,Hamilton,539,France,Male,39,1,0,1,1,1,28184.7,0
1330,15667938,Hurst,628,France,Male,32,9,149136.31,2,1,1,16402.11,0
1331,15627995,Angelo,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1
1332,15743236,Piccio,687,France,Female,61,7,80538.56,1,1,0,131305.37,1
1333,15567399,Enderby,633,Germany,Male,43,3,144164.29,1,1,1,158646.46,0
1334,15657468,Simmons,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0
1335,15705383,Shen,642,France,Male,35,4,125476.31,1,1,1,91775.51,0
1336,15721835,Owen,791,Spain,Male,25,7,0,1,1,0,89666.28,0
1337,15784700,Chikelu,811,France,Male,31,7,117799.28,1,1,1,182372.35,0
1338,15695280,Hung,532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0
1339,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
1340,15693337,Perry,683,Spain,Male,41,0,148863.17,1,1,1,163911.32,0
1341,15768104,Wright,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0
1342,15699225,Pirozzi,757,France,Male,46,0,0,2,1,0,37460.05,0
1343,15795511,Vasiliev,800,Germany,Male,39,4,95252.72,1,1,0,13906.34,0
1344,15682322,Aksenov,714,France,Male,37,9,148466.93,2,0,1,151280.96,0
1345,15654390,He,640,France,Male,33,7,154575.76,1,1,0,25722.28,1
1346,15581526,Iweobiegbulam,574,France,Male,41,1,0,2,0,0,70550,0
1347,15794276,Steele,588,France,Female,64,3,0,1,1,1,189703.65,0
1348,15802585,Pisani,634,France,Female,41,8,68213.99,1,1,1,6382.46,0
1349,15711572,O'Kane,705,Germany,Female,31,9,110941.93,2,1,0,163484.8,0
1350,15660429,Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1
1351,15682639,Marshall,642,France,Male,32,3,0,2,1,1,88698.83,0
1352,15758531,Y?,732,France,Female,40,10,0,2,1,0,154189.08,0
1353,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0
1354,15690440,Stiles,656,Spain,Male,47,1,0,2,1,1,197961.93,0
1355,15640407,Chidiegwu,821,Germany,Male,45,0,135827.33,2,1,1,131778.58,0
1356,15785488,Palmer,701,Spain,Female,39,9,0,2,1,1,110043.88,0
1357,15615296,Rice,405,France,Male,39,10,0,1,1,0,160810.85,1
1358,15731026,Han,683,Germany,Female,39,2,100062.16,2,1,0,109201.43,0
1359,15663830,De Luca,563,Spain,Male,32,6,0,2,1,1,19720.08,0
1360,15709368,Milne,614,France,Female,43,6,0,2,1,1,109041.53,0
1361,15721181,Oliver,611,Spain,Male,46,6,0,2,1,0,45886.33,0
1362,15724282,Tsao,540,Germany,Male,44,3,164113.04,2,1,1,12120.79,0
1363,15735388,Wayn,717,France,Female,25,7,108664.85,2,1,0,190011.85,0
1364,15750545,Chidiebere,629,France,Male,44,5,0,4,0,0,117572.59,1
1365,15660688,King,701,Spain,Female,35,9,0,2,0,0,170996.86,0
1366,15751022,Bowhay,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0
1367,15813022,Kapustina,531,Spain,Male,70,1,0,2,0,0,99503.19,0
1368,15601012,Abdullah,802,France,Female,60,3,92887.06,1,1,0,39473.63,1
1369,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1
1370,15628205,Greco,571,Germany,Female,34,1,101736.66,1,0,1,195651.66,0
1371,15733303,Liu,630,France,Male,67,5,0,2,1,1,27330.27,0
1372,15694765,Sabbatini,610,Germany,Male,49,6,113882.33,1,1,0,195813.81,1
1373,15587611,Kauffmann,537,France,Male,59,9,0,2,0,0,103799.77,1
1374,15623649,Ogle,629,Spain,Male,32,3,0,2,1,1,15404.64,0
1375,15672821,Owen,591,France,Male,28,5,0,2,1,1,48606.92,0
1376,15622897,Sharpe,646,France,Female,46,4,0,3,1,0,93251.42,1
1377,15580068,Buccho,526,Spain,Male,35,5,0,2,1,1,105618.14,0
1378,15781903,Odinakachukwu,581,Germany,Male,41,2,127913.71,2,1,1,44205.95,0
1379,15663964,Pagnotto,561,France,Male,37,5,0,2,1,0,83093.25,0
1380,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
1381,15786739,Clements,669,France,Male,37,1,125529.55,1,1,1,162260.93,0
1382,15736816,Young,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0
1383,15774155,Trevisani,662,Germany,Male,33,0,103471.52,1,1,1,162703,0
